metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
ws_msgs_sent,1695730882,1.000000,,,,,,,,,default,,101,ocpp1.6,,ws://localhost/ws/cs001,,
ws_msgs_sent,1695730882,1.000000,,,,,,,,,default,,101,ocpp1.6,,ws://localhost/ws/cs001,,
ws_msgs_sent,1695730882,1.000000,,,,,,,,,default,,101,ocpp1.6,,ws://localhost/ws/cs001,,
ws_msgs_sent,1695730882,1.000000,,,,,,,,,default,,101,ocpp1.6,,ws://localhost/ws/cs001,,
ws_msgs_sent,1695730882,1.000000,,,,,,,,,default,,101,ocpp1.6,,ws://localhost/ws/cs001,,
ws_msgs_sent,1695730882,1.000000,,,,,,,,,default,,101,ocpp1.6,,ws://localhost/ws/cs001,,
ws_session_duration,1695730882,4.468254,,,,,,,,,default,,101,ocpp1.6,,ws://localhost/ws/cs001,,
checks,1695730882,1.000000,status is 101,,,,,,,,default,,,,,,,
data_sent,1695730882,1329.000000,,,,,,,,,default,,,,,,,
data_received,1695730882,162.000000,,,,,,,,,default,,,,,,,
iteration_duration,1695730882,4.536699,,,,,,,,,default,,,,,,,
iterations,1695730882,1.000000,,,,,,,,,default,,,,,,,
ws_sessions,1695730882,1.000000,,,,,,,,,default,,401,,,ws://localhost/ws/cs002,,
ws_connecting,1695730882,4.819491,,,,,,,,,default,,401,,,ws://localhost/ws/cs002,,
ws_session_duration,1695730882,4.841769,,,,,,,,,default,,401,,,ws://localhost/ws/cs002,,
checks,1695730882,0.000000,status is 101,,,,,,,,default,,,,,,,
data_sent,1695730882,292.000000,,,,,,,,,default,,,,,,,
data_received,1695730882,173.000000,,,,,,,,,default,,,,,,,
iteration_duration,1695730882,4.913964,,,,,,,,,default,,,,,,,
iterations,1695730882,1.000000,,,,,,,,,default,,,,,,,
ws_sessions,1695730882,1.000000,,,,,,,,,default,,401,,,ws://localhost/ws/cs003,,
ws_connecting,1695730882,6.940726,,,,,,,,,default,,401,,,ws://localhost/ws/cs003,,
ws_session_duration,1695730882,6.966293,,,,,,,,,default,,401,,,ws://localhost/ws/cs003,,
checks,1695730882,0.000000,status is 101,,,,,,,,default,,,,,,,
data_sent,1695730882,292.000000,,,,,,,,,default,,,,,,,
data_received,1695730882,173.000000,,,,,,,,,default,,,,,,,
iteration_duration,1695730882,7.066772,,,,,,,,,default,,,,,,,
iterations,1695730882,1.000000,,,,,,,,,default,,,,,,,
ws_sessions,1695730882,1.000000,,,,,,,,,default,,401,,,ws://localhost/ws/cs002,,
